---------------------------
Data Set: Mislabeled-Big
Vanilla Training: 8133 ham and 8584 spam.
Testing: 6000 ham and 6000 spam.
Pollution Training: 2400 ham and 2400 spam.
---------------------------


Unpolluted and Polluted Most Significant Features:
---------------------------
     Unpolluted                              Polluted                                Cluster (Unpolluted) 1 (104, 0)         Cluster (Unpolluted) 2 (0, 0)           Cluster (Unpolluted) 3 (59, 0)          Cluster (Unpolluted) 4 (43, 43)         Cluster (Unpolluted) 5 (66, 0)          Cluster (Unpolluted) 6 (38, 38)         Cluster (Unpolluted) 7 (0, 0)           Cluster (Unpolluted) 8 (58, 58)         Cluster (Unpolluted) 9 (25, 0)          Cluster (Unpolluted) 10 (32, 32)        Cluster (Unpolluted) 11 (35, 0)         Cluster (Unpolluted) 12 (46, 46)        Cluster (Unpolluted) 13 (28, 0)         Cluster (Unpolluted) 14 (15, 15)        Cluster (Unpolluted) 15 (23, 0)         Cluster (Unpolluted) 16 (58, 58)        Cluster (Unpolluted) 17 (32, 0)         Cluster (Unpolluted) 18 (49, 49)        Cluster (Unpolluted) 19 (118, 0)        Cluster (Unpolluted) 20 (86, 86)        Cluster (Unpolluted) 21 (20, 0)         Cluster (Unpolluted) 22 (37, 37)        Cluster (Polluted) 1 (59, 0)            Cluster (Polluted) 2 (59, 59)           Cluster (Polluted) 3 (23, 0)            Cluster (Polluted) 4 (67, 67)           Cluster (Polluted) 5 (60, 0)            Cluster (Polluted) 6 (82, 82)           Cluster (Polluted) 7 (258, 0)           Cluster (Polluted) 8 (121, 121)         Cluster (Polluted) 9 (1611, 0)          Cluster (Polluted) 10 (1255, 1255)      Cluster (Polluted) 11 (3751, 0)         Cluster (Polluted) 12 (1825, 1825)      Cluster (Polluted) 13 (0, 0)            Cluster (Polluted) 14 (17, 17)          Cluster (Polluted) 15 (190, 0)          Cluster (Polluted) 16 (13, 13)          Cluster (Polluted) 17 (3, 0)            Cluster (Polluted) 18 (54, 54)          Cluster (Polluted) 19 (2026, 0)         Cluster (Polluted) 20 (364, 364)        Cluster (Polluted) 21 (991, 0)          Cluster (Polluted) 22 (168, 168)        
154  0.998084291188: dysfunction             0.997760079642: oem                     0.996453900709: viaqra                  N/A                                     0.992359932088: subject:stop            0.637669321358: provided                0.705296250296: preview                 0.973372781065: subject:gra             N/A                                     0.689537195736: subject:well            0.989977728285: presentable             0.647207051835: 601                     0.696098168898: must                    0.99115913556: unbeatable               0.997271073378: professiona             0.844827586207: 5161                    0.9872586547: revamping                 0.643487146602: skip:p 10               0.750828864847: subject:skip:u 10       0.993066255778: herbal                  0.996397117694: vlagra                  0.786387060959: 1995                    0.992359932088: optout                  0.896486101546: devices                 0.675754689736: size                    0.992359932088: subject:lowest          0.592174689611: such                    0.985436893204: ???                     0.997484628284: loo                     0.934782608696: trophy                  0.958698805345: featured                0.996453900709: omega                   0.997737556561: 8834464                 0.978468899522: dice                    0.972988146657: biz                     0.997737556561: 8834454                 N/A                                     0.983271375465: tga                     0.997203231821: subject:ready           0.949438202247: allerdings              0.836315369797: subject:notification    0.783632367601: capitalize              0.997760079642: computron               0.97619047619: antoine                  0.903820135506: bias                    0.996083550914: subject:adobe           
155  0.998100464331: additiona               0.997825036249: internationa            0.996508921645: nero                    N/A                                     0.992400683731: medications             0.638868237256: every                   0.707616077587: 2003                    0.974642540607: subject:love            N/A                                     0.691819799338: here                    0.989977728285: subject:porn            0.651220921137: enjoy                   0.696196119315: offering                0.991803278689: dieting                 0.997303774715: abiiity                 0.844827586207: budd                    0.988305925902: artwork                 0.647207051835: subject:las             0.751945165684: contains                0.993220421413: prescription            0.996453900709: omega                   0.787528038255: 340                     0.992359932088: subject:ebay            0.902004587219: lan                     0.680426228102: inspiration             0.992359932088: subject:stop            0.5941597176: luck                      0.987106017192: subject:earn            0.997539639147: soiicitation            0.935183844439: gathered                0.95934599494: concord                  0.996508921645: subject:meds            0.997737556561: aopen                   0.978468899522: subject:provide         0.973620699113: med                     0.997737556561: 8834464                 N/A                                     0.984664488857: antivirus               0.997237569061: illustrator             0.949438202247: cerium                  0.845757546273: medical                 0.7843174334: occur                     0.997760079642: exampies                0.97619047619: gatekeeper               0.90387872783: subject:prices           0.996083550914: subject:medication      
156  0.998116366681: erections               0.997825036249: specuiative             0.996613995485: marketinq               N/A                                     0.992610837438: levitra                 0.640325551678: order                   0.70793134965: speeding                 0.97619047619: ??????                   N/A                                     0.692707414267: simply                  0.990405117271: 20032                   0.655725519345: visit                   0.701005802293: transfer                0.991803278689: subject:drug            0.997303774715: goais                   0.844827586207: burroughs               0.988617778761: breath                  0.648324103654: expenditures            0.752015752243: link                    0.993273542601: subject:paliourg        0.996453900709: riqht                   0.790418019792: http                    0.992610837438: lis                     0.904991728903: advertising             0.680510626132: results                 0.992610837438: subject:norton          0.595287238511: way                     0.988997555012: subject:valium          0.997566252028: resuiting               0.937528861764: manufacture             0.959411541811: ose                     0.996562261268: sav                     0.997737556561: intellinet              0.978480952516: inches                  0.974130232745: disorder                0.997737556561: aopen                   N/A                                     0.985023230252: ingredient              0.997303774715: erectile                0.949438202247: doris                   0.846355068467: skip:v 10               0.785075381342: subject:delivery        0.997803806735: sleeping                0.97619047619: locales                  0.904756547787: chronic                 0.996150556031: girlfriend              
157  0.998132004981: ars                     0.997845859263: medications             0.996613995485: subject:prescription    N/A                                     0.992610837438: subject:hard            0.64331984564: now                      0.711982659507: afraid                  0.978468899522: buena                   N/A                                     0.693711919593: subject:the             0.990405117271: 20046                   0.657838273162: subject:real            0.704050408264: drafts                  0.991803278689: webcam                  0.997303774715: worid                   0.844827586207: carmine                 0.988997555012: isguite                 0.650065441191: subject:sheet           0.753514537898: subject:news            0.99365303244: ambien                   0.996508921645: subject:meds            0.792647053662: guarantee               0.992610837438: subject:medications     0.907333641393: earning                 0.680616128366: 802                     0.992845786963: youcheckk               0.602192875125: your                    0.98951048951: phentermine              0.99766718507: aeor                     0.937528861764: subject:without         0.960058757898: readers                 0.996613995485: subject:prescription    0.997737556561: jebel                   0.979245727329: subject:want            0.974130232745: usb                     0.997737556561: intellinet              N/A                                     0.98632218845: bloodstream              0.997335701599: subject:pharmacy        0.949438202247: fabian                  0.857580611188: draw                    0.788446100502: software                0.997825036249: shlpplng                0.97619047619: mult                     0.905811109209: legitimate              0.996150556031: roxio                   
158  0.998147385755: beiieves                0.997845859263: miliion                 0.996712929145: subject:drugs           N/A                                     0.993220421413: prescription            0.644818219898: subject:out             0.716162324507: mlm                     0.978468899522: hydrocodone             N/A                                     0.697477608371: apr                     0.99115913556: amonqthe                 0.660432015832: 100                     0.704103552672: without                 0.992091388401: teen                    0.997335701599: nationa                 0.844827586207: heuristic               0.98951048951: qood                     0.652036507405: sincerely               0.754961230465: wild                    0.993991989319: subject:photoshop       0.996613995485: marketinq               0.793625687118: universe                0.992758010924: 1933                    0.908163265306: diskette                0.685685037167: gold                    0.993220421413: prescription            0.603492497948: skip:i 10               0.98951048951: subject:cum              0.99766718507: pubiisher                0.940939915816: wit                     0.960597003019: refill                  0.996712929145: audition                0.997737556561: targus                  0.980349344978: notebooks               0.974485110433: hottest                 0.997737556561: jebel                   N/A                                     0.989710854416: sex                     0.997366881217: quark                   0.949438202247: gordian                 0.872872085659: save                    0.790323293235: act                     0.99786628734: alcohol                  0.97619047619: soda                     0.907082669548: brand                   0.996338486574: subject:bait            
159  0.998177399757: invoive                 0.99786628734: aiso                     0.996806245564: powerquest              N/A                                     0.993273542601: subject:extra           0.647621476251: returned                0.716276325827: subject:times           0.978468899522: subject:erection        N/A                                     0.701005802293: transfer                0.991493383743: creatinq                0.660775718683: thereof                 0.709541012315: material                0.992359932088: optout                  0.997335701599: softwares               0.844827586207: mailid                  0.989977728285: lnterest                0.655867028521: action                  0.757856969726: choose                  0.994296577947: subject:guaranteed      0.996613995485: subject:prescription    0.796453542853: cool                    0.993220421413: prescription            0.908163265306: itp                     0.687239057692: choice                  0.99365303244: subject:cheapest         0.603617901677: skip:a 10               0.98951048951: subject:she              0.997691123653: zonedubai               0.943082431568: dare                    0.962570290085: packaging               0.996850944717: unsuitable              0.997737556561: viewsonic               0.980349344978: shaft                   0.974642540607: subject:love            0.997737556561: targus                  N/A                                     0.99115913556: unbeatable               0.997366881217: vain                    0.949438202247: ines                    0.879331379957: windows                 0.794080067471: 2100                    0.99786628734: ine                      0.97619047619: subject:color            0.907358174279: subject:gift            0.996397117694: vlagra                  
160  0.998192044998: ciick                   0.997886331611: aiready                 0.996806245564: softtabs                N/A                                     0.993348150967: macromedia              0.668151402428: special                 0.72809153816: notification             0.978468899522: subject:grow            N/A                                     0.704103552672: without                 0.991493383743: enouqh                  0.662986995772: subject:with            0.726376076671: bio                     0.992359932088: subject: . .            0.997397339503: confiict                0.844827586207: resubmit                0.99115913556: amonqthe                 0.657838273162: subject:real            0.758149836826: click                   0.994571773221: drvgs                   0.996664195701: subject:2005            0.803404857234: text                    0.993348150967: macromedia              0.908163265306: pane                    0.689537195736: 811                     0.993991989319: ambieen                 0.606078424968: official                0.989714895121: subject:buy             0.997737556561: 8834454                 0.944808851839: creative                0.962881437459: meridia                 0.996936691627: helo                    0.997760079642: 4176                    0.980349344978: subject:virus           0.975134951832: fda                     0.997737556561: viewsonic               N/A                                     0.991547932446: pill                    0.997397339503: subject: ]              0.949438202247: lagrange                0.882423091371: des                     0.80004398227: quality                  0.997906002792: aiready                 0.97619047619: textile                  0.907741682325: awesome                 0.996508921645: nero                    
161  0.998192044998: remitted                0.997925311203: biank                   0.996806245564: visuai                  N/A                                     0.99365303244: ejaculate                0.668445673039: insert                  0.729601272057: inform                  0.978468899522: windowxp                N/A                                     0.710262905742: till                    0.991803278689: imaqe                   0.667277549711: los                     0.726562264869: programs                0.992359932088: subject:stop            0.997456189938: reiease                 0.844827586207: strobe                  0.991493383743: ieader                  0.658235267709: certain                 0.760108288061: online                  0.994571773221: subject:medicine        0.996712929145: homeowner               0.80501010332: advancing                0.993468795356: nigerian                0.908163265306: provost                 0.693711919593: subject:the             0.993991989319: iaagra                  0.606289177229: subject:million         0.989977728285: subject:spam            0.997737556561: 8834464                 0.945504711675: soldiers                0.962881437459: skyrocket               0.996977837475: linux                   0.997760079642: computron               0.980381219487: publisher               0.975608603427: sobre                   0.997760079642: 4176                    N/A                                     0.991803278689: subject:fast            0.997397339503: symantec                0.949438202247: marca                   0.885640460229: microsoft               0.81339112976: none                     0.997944266788: subject:quality         0.97733553621: nowadays                 0.910821323142: mortgage                0.996508921645: subject:meds            
162  0.998192044998: subject:logo            0.997962879131: technoiogies            0.996936691627: autodesk                N/A                                     0.99365303244: exactiy                  0.670745920743: email                   0.731241826048: history                 0.979245727329: subject:want            N/A                                     0.716426634186: nice                    0.993066255778: dvds                    0.670980364677: berlin                  0.727477961306: computers               0.992400683731: medications             0.997512437811: beiieve                 0.844827586207: sweetheart              0.991803278689: rnd                     0.660053210768: internet                0.76237498148: honest                   0.994888324888: meds                    0.996712929145: subject:drugs           0.806379285703: love                    0.993991989319: lagos                   0.908163265306: subject:approach        0.69474947595: rich                     0.994148244473: systemworks             0.608813563126: many                    0.991034723994: drugs                   0.997737556561: aopen                   0.949438202247: butte                   0.964040399692: beneficiary             0.997017892644: paliourg                0.997803806735: sleeping                0.981440401403: thousand                0.976064547389: esta                    0.997760079642: computron               N/A                                     0.992359932088: optout                  0.997427101201: prlces                  0.949438202247: meine                   0.886924271412: subject: !              0.818839115516: skip:g 10               0.997962879131: miliion                 0.978468899522: bernardo                0.911675501401: cla                     0.996613995485: subject:prescription    
163  0.998206456756: microcap                0.99798115747: subject:save             0.996936691627: sampies                 N/A                                     0.99365303244: subject:cheapest         0.671188916329: www                     0.731355760741: subject:any             0.980349344978: subject:banking         N/A                                     0.718291957576: profile                 0.993220421413: prescription            0.671188916329: www                     0.731079245278: 563                     0.993220421413: prescription            0.997512437811: wrongfu                 0.844827586207: yao                     0.991803278689: webslte                 0.66016153289: immediate                0.762816646693: country                 0.994908649974: spam                    0.996806245564: softtabs                0.818591093876: removal                 0.993991989319: subject:pick            0.908163265306: sycamore                0.697622237422: dark                    0.994296577947: alium                   0.611679658867: only                    0.99115913556: unbeatable               0.997737556561: intellinet              0.949438202247: daze                    0.964205152558: subject:save            0.997056899935: valium                  0.997825036249: shlpplng                0.981927710843: 0001                    0.976503758497: subject:health          0.997803806735: sleeping                N/A                                     0.992610837438: subject:norton          0.997427101201: subject:cialis          0.949438202247: meinen                  0.89329087141: professional             0.819705918572: subject: .              0.997962879131: pharmacy                0.978468899522: sailor                  0.912024948895: subject:games           0.996712929145: audition                
164  0.99824834566: 1618                     0.997999110716: beiieves                0.997203231821: subject:ready           N/A                                     0.993991989319: intercourse             0.673951910048: prices                  0.732434113963: section                 0.980782436048: watches                 N/A                                     0.721722488557: subject:again           0.993273542601: 89107                   0.673951910048: prices                  0.731355760741: newest                  0.993273542601: subject:paliourg        0.997539639147: soiicitation            0.847123383188: furthermore             0.992091388401: subject:replica         0.667382446308: listing                 0.767069841579: wide                    0.995790458372: subject:8859            0.996806245564: subject: , \ /          0.819705918572: subject: .              0.994437577256: fireworks               0.917374395592: nas                     0.707597972772: press                   0.994296577947: subject:guaranteed      0.614664228407: carry                   0.991493383743: subject:longer          0.997737556561: jebel                   0.949438202247: swarthout               0.964365002474: penetration             0.997168030208: porn                    0.99786628734: alcohol                  0.981927710843: erect                   0.976503758497: todays                  0.99786628734: alcohol                  N/A                                     0.992845786963: youcheckk               0.997539639147: href                    0.949438202247: technion                0.895465098843: inexpensive             0.820888714002: filter                  0.997962879131: subject: " >            0.978468899522: subject: . . . .        0.912226638557: subject: +              0.996712929145: subject:drugs           
165  0.99824834566: inciuding                0.997999110716: miilion                 0.997303774715: erectile                N/A                                     0.994296577947: subject:guaranteed      0.673978153497: news                    0.733820961764: net                     0.983271375465: subject:mortgage        N/A                                     0.722401701229: notice                  0.993827160494: contributeto            0.689537195736: subject:well            0.732103812198: compaq                  0.993468795356: libido                  0.997566252028: resuiting               0.847217320186: draws                   0.993066255778: vuitton                 0.670745920743: email                   0.772682802874: intel                   0.995942290352: countrieswe             0.996806245564: visuai                  0.844827586207: 11500                   0.994571773221: subject:medicine        0.918796294177: presently               0.709560905346: 115                     0.994821634062: vicodin                 0.616518341485: federal                 0.991493383743: subject:xanax           0.997737556561: targus                  0.9516143812: unnecessary               0.964915505866: intimate                0.997271073378: otcbb                   0.99786628734: ine                      0.981927710843: hairy                   0.977729725311: undiscovered            0.99786628734: ine                      N/A                                     0.993066255778: mor                     0.997592295345: xanax                   0.951674601095: detection               0.902525016627: satisfaction            0.827093100931: mobile                  0.997962879131: subject:charset         0.978480952516: inches                  0.91555995799: subject:hey              0.996806245564: powerquest              
166  0.998288322556: tongue                  0.998016747466: invoive                 0.997335701599: softwares               N/A                                     0.994571773221: subject:medicine        0.674751818294: 300                     0.734671925454: subject:time            0.985436893204: ???                     N/A                                     0.72376799597: cap                      0.994148244473: systemworks             0.689924087791: skip:e 10               0.733186350858: 994                     0.993468795356: vallum                  0.997714575927: pubiication             0.848660639784: yourself                0.993220421413: prescription            0.678123449336: party                   0.77545297791: absolutely               0.995942290352: macrmedia               0.996894409938: cialls                  0.844827586207: 120000                  0.994821634062: vicodin                 0.923737392521: brands                  0.720216854758: annually                0.994888324888: meds                    0.617186532861: won                     0.991803278689: rnd                     0.997737556561: viewsonic               0.954068689924: ballot                  0.965851171749: prescribed              0.997397339503: subject: ]              0.997944266788: subject:quality         0.981927710843: ide                     0.978053826585: websites                0.997886331611: emai                    N/A                                     0.993273542601: subject:extra           0.99766718507: aeor                     0.95871559633: algebra                  0.908163265306: managinig               0.828752666866: indicative              0.998016747466: internationa            0.980349344978: 2800                    0.918187064692: sing                    0.996850944717: shiip                   
167  0.998313975272: maiiings                0.998034076016: ars                     0.997366881217: borland                 N/A                                     0.994699646643: ejaculation             0.675898515323: minutes                 0.73924628721: banking                  0.98632218845: killers                  N/A                                     0.726495601237: funds                   0.994296577947: rainbow                 0.692013008162: ladies                  0.733871427912: designated              0.993827160494: subject:girls           0.997714575927: witer                   0.850825926297: perfect                 0.993827160494: ciear                   0.678639091908: products                0.780255065115: stream                  0.996014171833: cheaap                  0.996936691627: sampies                 0.844827586207: mackey                  0.994908649974: spam                    0.925965625157: sans                    0.722401701229: notice                  0.995449949444: subject:search          0.624477148812: fee                     0.991803278689: subject:huge            0.997760079642: 4176                    0.958698805345: featured                0.965851171749: subject:design          0.997397339503: symantec                0.997962879131: miliion                 0.981927710843: perpetual               0.978480952516: inches                  0.997944266788: subject:quality         N/A                                     0.994908649974: spam                    0.997691123653: zonedubai               0.95871559633: damit                    0.908163265306: peijin                  0.82924058453: oss                      0.998034076016: subject:viagra          0.980349344978: notebooks               0.91833365323: girl                     0.996894409938: cialls                  
168  0.998313975272: subject:oem             0.998084291188: additiona               0.997366881217: quark                   N/A                                     0.994821634062: subject:penis           0.678639091908: products                0.746690113548: subject:required        0.987804878049: subject:amazing         N/A                                     0.726562264869: programs                0.994437577256: clalls                  0.69474947595: rich                     0.740130812765: partner                 0.994571773221: bgcolor                 0.997737556561: affiiiated              0.851671960948: life                    0.994148244473: desiqn                  0.6843964874: subject:portfolio         0.790418019792: http                    0.996014171833: riverdeep               0.997094899935: subject:tabs            0.844827586207: subject: ) -            0.99504950495: subject:[                0.927234674196: patents                 0.729373075031: learn                   0.995790458372: prlce                   0.626534207083: hey                     0.992359932088: subject: . .            0.997760079642: compieted               0.95871559633: avant                    0.966418247713: anticipates             0.997427101201: subject:cialis          0.997962879131: pharmacy                0.981927710843: subject:clear           0.979059675479: subject:low             0.997962879131: pharmacy                N/A                                     0.995156081808: disolve                 0.997737556561: 8834454                 0.95871559633: dein                     0.908163265306: phpnuke                 0.829336272329: claim                   0.998051104374: miilion                 0.980349344978: spy                     0.919055898117: subject:all             0.996936691627: autodesk                
169  0.998338870432: rolex                   0.998100464331: inciuding               0.997366881217: vain                    N/A                                     0.994888324888: meds                    0.686447869831: 132                     0.748284438549: subject:selling         0.988997555012: subject:valium          N/A                                     0.731079245278: stranger                0.994699646643: checkour                0.696818940013: subject:experience      0.744801850977: subject: ! !            0.994571773221: drvgs                   0.997782158699: currentiy               0.854487690066: assumptions             0.994571773221: hotat                   0.689959497041: vegas                   0.802978646243: flesh                   0.996014171833: vmware                  0.997168030208: subject:rolex           0.844827586207: subject:drew            0.995156081808: disolve                 0.92879603207: symbol                   0.729604456687: promotions              0.995790458372: subject:8859            0.637669321358: provided                0.992610837438: subject:hard            0.997760079642: computron               0.95871559633: bedrooms                 0.966738228283: mines                   0.997484628284: loo                     0.997962879131: subject: " >            0.981927710843: subject:jun             0.979245727329: subject:want            0.997962879131: subject: " >            N/A                                     0.995790458372: prlce                   0.997737556561: 8834464                 0.95871559633: diesen                   0.908163265306: rusia                   0.830967441382: publication             0.998051104374: penis                   0.981927710843: als                     0.919805862969: subject:looking         0.997017892644: paliourg                
170  0.998398006408: dose                    0.998132004981: subject:stock           0.997397339503: symantec                N/A                                     0.994908649974: spam                    0.691819799338: here                    0.748659521545: nothing                 0.98951048951: subject:lose             N/A                                     0.731241826048: history                 0.994699646643: endlogo                 0.69916225349: kind                     0.746685915819: subject:urgent          0.994571773221: img                     0.997803806735: actua                   0.858059064366: watch                   0.994571773221: letsyou                 0.690353905143: loan                    0.802978646243: subject:downloads       0.996083550914: saave                   0.997335701599: subject:pharmacy        0.846291277391: submitting              0.995156081808: gra                     0.934782608696: 071                     0.731079245278: pentium                 0.995942290352: countrieswe             0.643487146602: skip:p 10               0.992610837438: subject:norton          0.997760079642: imited                  0.95871559633: concourse                0.967266762546: maya                    0.997539639147: href                    0.997962879131: subject:charset         0.983271375465: omw                     0.979511450221: patented                0.997962879131: subject:charset         N/A                                     0.995942290352: countrieswe             0.997737556561: aopen                   0.95871559633: dolly                    0.91500292173: cheap                    0.834004932607: award                   0.998084291188: dysfunction             0.981927710843: blues                   0.921077833176: genuine                 0.997056899935: valium                  
171  0.998442367601: unclaimed               0.998162515312: microcap                0.997427101201: subject:cialis          N/A                                     0.995156081808: cures                   0.704103552672: without                 0.749109970921: account                 0.990405117271: subject:brand           N/A                                     0.744329986961: estimates               0.995156081808: disolve                 0.715500869191: envelopes               0.748084614279: subject:what            0.994571773221: src                     0.99786628734: ine                      0.858882986262: 194                     0.994571773221: surethat                0.691819799338: here                    0.803941110747: subject:talk            0.996083550914: subject:adobe           0.997366881217: vain                    0.849326930415: intake                  0.995626822157: dreamwaver              0.934782608696: 5300                    0.734671925454: subject:time            0.995942290352: macrmedia               0.643783632025: subject:key             0.993220421413: prescription            0.997782158699: currentiy               0.95871559633: custome                  0.967580367512: discrete                0.997592295345: xanax                   0.998034076016: subject:viagra          0.983271375465: subject:loans           0.980381219487: publisher               0.998034076016: subject:viagra          N/A                                     0.995942290352: macrmedia               0.997737556561: intellinet              0.95871559633: meiner                   0.916921254444: identity                0.835129287943: label                   0.998116366681: erections               0.981927710843: faking                  0.922382509548: subject: %              0.997094899935: sidebacks               
172  0.998474059003: materia                 0.998206456756: circulation             0.997427101201: wiii                    N/A                                     0.995710200191: belize                  0.715500869191: staple                  0.749454622024: receiving               0.990405117271: subject:greatest        N/A                                     0.748659521545: nothing                 0.995258166491: ioqo                    0.716426634186: nice                    0.749454622024: receiving               0.994571773221: subject:medicine        0.99786628734: profiie                  0.860402466207: worldwide               0.994699646643: checkour                0.692638177482: government              0.814862886284: downloads               0.996150556031: roxio                   0.997397339503: subject: ]              0.851160613093: processed               0.996277915633: subject:pain            0.934782608696: driveway                0.740509227531: computer                0.995942290352: subject:vicodin         0.650065441191: subject:sheet           0.993468795356: skip:y 10               0.997803806735: actua                   0.95871559633: daylight                 0.967844007913: herein                  0.997737556561: 8834454                 0.998051104374: penis                   0.983271375465: subject:media           0.980606455487: foresee                 0.998051104374: miilion                 N/A                                     0.996014171833: cheaap                  0.997737556561: jebel                   0.95871559633: particle                 0.927440254431: sir                     0.837772924551: hidden                  0.998132004981: ars                     0.981927710843: sincerity               0.922382509548: subject:fat             0.997094899935: subject:tabs            
173  0.998484338161: pians                   0.998220640569: subject:money           0.997512437811: peopie                  N/A                                     0.996083550914: subject:medication      0.716426634186: nice                    0.753514537898: subject:news            0.991493383743: subject:xanax           N/A                                     0.749109970921: account                 0.995449949444: brinq                   0.719381805636: overnight               0.750828864847: lap                     0.994821634062: subject:penis           0.997886331611: emai                    0.860568776536: properties              0.994699646643: creativeness            0.69916225349: kind                     0.817543718183: subject:hot             0.996338486574: prozac                  0.997427101201: subject:cialis          0.853982224039: subject: . . .          0.996806245564: utf                     0.934782608696: enlightened             0.746685915819: subject:urgent          0.996014171833: cheaap                  0.651324731606: subject:membership      0.993468795356: vallum                  0.997803806735: sleeping                0.95871559633: medford                  0.968483536607: 0200                    0.997737556561: 8834464                 0.998084291188: dysfunction             0.984429065744: labels                  0.980743912012: mens                    0.998051104374: penis                   N/A                                     0.996014171833: riverdeep               0.997737556561: targus                  0.95871559633: pecan                    0.934782608696: cmec                    0.843421503104: compliance              0.998192044998: ciick                   0.981927710843: subject:clear           0.922382509548: subject:gain            0.997168030208: porn                    
174  0.998524106264: newsietter              0.998275201227: maiiings                0.997512437811: toois                   N/A                                     0.996150556031: demokritos              0.742403088462: private                 0.759118325025: identified              0.992091388401: subject:replica         N/A                                     0.752015752243: link                    0.995710200191: subject:identity        0.726376076671: bio                     0.752015752243: link                    0.994888324888: meds                    0.997999110716: specuiative             0.863635819172: amsterdam               0.994699646643: endlogo                 0.699790712143: minute                  0.819705918572: subject: .              0.996508921645: nero                    0.997427101201: wiii                    0.854366705504: words                   0.996936691627: subject:utf             0.934782608696: focal                   0.749454622024: receiving               0.996014171833: riverdeep               0.66016153289: immediate                0.993827160494: subject:girls           0.997962879131: subject: " >            0.95871559633: pbr                      0.969383651251: discreet                0.997737556561: aopen                   0.998116366681: erections               0.984429065744: subject:choose          0.980743912012: subject:versions        0.998084291188: dysfunction             N/A                                     0.996014171833: vmware                  0.997737556561: viewsonic               0.95871559633: suzuki                   0.934782608696: composé                 0.844827586207: 3694                    0.998192044998: remitted                0.981927710843: subject:little          0.92461583533: tabs                     0.997237569061: illustrator             
175  0.99853372434: inciude                  0.998326515433: mai                     0.997617787189: professionai            N/A                                     0.996150556031: iit                     0.754109293412: length                  0.760108288061: online                  0.992400683731: medications             N/A                                     0.758149836826: click                   0.995790458372: convinient              0.729601272057: inform                  0.758149836826: click                   0.994908649974: spam                    0.998016747466: internationa            0.863635819172: ports                   0.994699646643: loqos                   0.70793134965: doll                     0.82536312479: hot                      0.996508921645: subject:meds            0.997512437811: impotence               0.855761736209: hrs                     0.996977837475: linux                   0.934782608696: gigabytes               0.756469717191: cable                   0.996014171833: vmware                  0.660432015832: 100                     0.993991989319: subject:photoshop       0.997962879131: subject:charset         0.95871559633: sims                     0.970561709415: baltic                  0.997737556561: intellinet              0.998192044998: ciick                   0.984429065744: subject:strong          0.980782436048: watches                 0.998116366681: erections               N/A                                     0.996083550914: saave                   0.997760079642: 4176                    0.95871559633: taffy                    0.934782608696: costumers               0.844827586207: heinrich                0.998192044998: subject:logo            0.982509198902: circulation             0.927440254431: sir                     0.997335701599: softwares               
176  0.99853372434: piaced                   0.998338870432: macromedia              0.99766718507: wili                     N/A                                     0.996277915633: errrectlon              0.76499749501: workstation              0.767178740659: subject:bet             0.993220421413: prescription            N/A                                     0.768204112908: subject:big             0.996397117694: carefui                 0.732678016749: technologies            0.760108288061: online                  0.99504950495: subject:[                0.998034076016: aiso                    0.865186265686: hawthorn                0.994699646643: promptness              0.70793134965: equates                  0.829955436702: thousands               0.996613995485: subject:prescription    0.997512437811: peopie                  0.85956060704: clips                    0.997017892644: paliourg                0.934782608696: idg                     0.757856969726: choose                  0.996083550914: saave                   0.662633373134: hours                   0.994148244473: systemworks             0.998100464331: additiona               0.959156797469: deposited               0.9707931424: 1934                      0.997737556561: jebel                   0.998192044998: subject:logo            0.984429065744: wastes                  0.981440401403: thousand                0.998132004981: ars                     N/A                                     0.996150556031: roxio                   0.997760079642: computron               0.95871559633: wegen                    0.934782608696: hubei                   0.844827586207: subject:bei             0.998206456756: microcap                0.983271375465: medio                   0.930452172228: subject:need            0.997335701599: subject:pharmacy        
177  0.998552589257: mai                     0.998351044339: materia                 0.99786628734: ine                      N/A                                     0.996397117694: vlagra                  0.766643442184: inception               0.776218878364: hello                   0.994571773221: drvgs                   N/A                                     0.775164370676: security                0.996453900709: viaqra                  0.744329986961: estimates               0.761399674927: compensation            0.995540138751: width                   0.998147385755: beiieves                0.867133405175: sites                   0.994888324888: meds                    0.709062708534: sources                 0.830628875374: powered                 0.996712929145: subject:drugs           0.997512437811: toois                   0.860402466207: worldwide               0.997056899935: valium                  0.934782608696: rebranded               0.758149836826: click                   0.996083550914: subject:adobe           0.665081697181: fact                    0.994571773221: subject:medicine        0.998147385755: beiieves                0.959411541811: ose                     0.970916060079: gem                     0.997737556561: targus                  0.99824834566: 1618                     0.985384111412: 2005                    0.98196915475: medication               0.998192044998: ciick                   N/A                                     0.996508921645: nero                    0.997803806735: sleeping                0.961773318753: excite                  0.940246715157: 2004                    0.844827586207: subject:lindholm        0.99824834566: 1618                     0.983271375465: subject:giving          0.931137789504: subject:free            0.997335701599: tadalafil               
